entrance_area,time,weekday,avg_ppl_in,exit_area,avg_ppl_out,net_flow
G07,8,0,2657.77,G07,1658.70,999.07
Sanzhong Dist.,15,4,2655.60,Sanzhong Dist.,2265.67,389.93
G07,13,5,2653.87,G07,2195.16,458.71
G14,9,2,2652.91,G14,1003.80,1649.11
G07,17,4,2652.31,G07,3423.20,-770.89
BL11,22,1,2651.37,BL11,4487.92,-1836.55
Zhonghe Dist.,13,6,2647.18,Zhonghe Dist.,4764.86,-2117.68
BL18,15,1,2645.90,BL18,2815.75,-169.85
Zhonghe Dist.,8,2,2644.59,Zhonghe Dist.,17455.27,-14810.68
R03,17,5,2644.14,R03,3622.69,-978.55
Neihu Dist.,20,5,2641.80,Neihu Dist.,1536.67,1105.13
G14,16,4,2640.17,G14,2666.29,-26.12
G07,18,0,2635.66,G07,3311.38,-675.72
O10,8,2,2634.92,O10,1483.26,1151.66
Tucheng Dist.,16,0,2632.61,Tucheng Dist.,2075.16,557.45
BL10,17,1,2631.99,BL10,2265.99,366.00
Tucheng Dist.,16,2,2631.95,Tucheng Dist.,2007.32,624.63
Wenshan Dist.,9,4,2630.83,Wenshan Dist.,5179.30,-2548.47
Xinzhuang Dist.,8,2,2629.39,Xinzhuang Dist.,9514.62,-6885.23
G14,12,3,2626.50,G14,1456.66,1169.84
BL16,17,1,2624.91,BL16,3071.55,-446.64
BL16,17,0,2623.43,BL16,2959.88,-336.45
Wenshan Dist.,22,6,2622.96,Wenshan Dist.,922.68,1700.28
BL15,9,5,2620.42,BL15,847.83,1772.59
Xinzhuang Dist.,8,3,2616.68,Xinzhuang Dist.,9868.04,-7251.36
BL14,17,5,2616.67,BL14,4139.04,-1522.37
BL15,15,1,2616.23,BL15,2795.05,-178.82
Yonghe Dist.,21,6,2610.49,Yonghe Dist.,962.91,1647.58
Nangang Dist.,14,1,2610.23,Nangang Dist.,2911.62,-301.39
O05,17,3,2610.12,O05,3065.08,-454.96
G17,9,3,2608.45,G17,623.50,1984.95
Xindian Dist.,13,6,2606.78,Xindian Dist.,4105.33,-1498.55
BL10,17,3,2606.65,BL10,2261.06,345.59
O09,18,4,2606.54,O09,5114.56,-2508.02
BL16,19,3,2606.27,BL16,4309.32,-1703.05
BL10,17,2,2603.51,BL10,2281.35,322.16
Tucheng Dist.,16,3,2603.28,Tucheng Dist.,2024.65,578.63
Nangang Dist.,12,0,2602.96,Nangang Dist.,3304.92,-701.96
Danshui Dist.,13,0,2602.06,Danshui Dist.,2525.38,76.68
Wenshan Dist.,9,6,2599.96,Wenshan Dist.,2606.61,-6.65
Yonghe Dist.,22,0,2599.27,Yonghe Dist.,793.49,1805.78
BL10,17,0,2597.37,BL10,2276.62,320.75
BL16,12,6,2596.68,BL16,1044.82,1551.86
O05,19,4,2596.03,O05,3001.81,-405.78
O08,18,0,2594.94,O08,8651.42,-6056.48
G14,12,1,2592.32,G14,1468.54,1123.78
G14,13,2,2589.05,G14,1756.26,832.79
Danshui Dist.,12,4,2588.78,Danshui Dist.,2623.76,-34.98
O05,9,0,2583.99,O05,1715.95,868.04
Neihu Dist.,13,5,2583.42,Neihu Dist.,3680.19,-1096.77
R03,10,6,2582.12,R03,563.03,2019.09
Neihu Dist.,15,5,2581.23,Neihu Dist.,2859.79,-278.56
Xinzhuang Dist.,7,1,2578.18,Xinzhuang Dist.,5696.35,-3118.17
BL10,19,0,2575.06,BL10,1692.62,882.44
BL10,19,3,2573.25,BL10,1668.62,904.63
Xindian Dist.,11,5,2569.13,Xindian Dist.,4497.07,-1927.94
Xindian Dist.,23,4,2567.86,Xindian Dist.,779.46,1788.40
BL13,9,1,2567.81,BL13,688.99,1878.82
BL16,13,4,2567.29,BL16,1466.37,1100.92
O10,8,0,2566.43,O10,1411.60,1154.83
G17,9,4,2564.63,G17,646.37,1918.26
G17,9,1,2564.12,G17,665.89,1898.23
Yonghe Dist.,19,5,2561.75,Yonghe Dist.,1497.01,1064.74
BL10,19,1,2561.08,BL10,1641.55,919.53
BL10,19,2,2560.16,BL10,1660.94,899.22
O05,17,1,2556.13,O05,3005.88,-449.75
Neihu Dist.,16,0,2554.17,Neihu Dist.,2815.93,-261.76
Xinzhuang Dist.,16,6,2553.50,Xinzhuang Dist.,2006.70,546.80
G10,18,3,2551.39,G10,4469.55,-1918.16
Xindian Dist.,15,4,2551.02,Xindian Dist.,2512.89,38.13
BL18,21,4,2550.46,BL18,5447.57,-2897.11
Sanzhong Dist.,13,6,2549.40,Sanzhong Dist.,4034.07,-1484.67
R03,15,6,2545.01,R03,2684.60,-139.59
Danshui Dist.,14,2,2544.70,Danshui Dist.,2428.41,116.29
BL12,6,6,2544.11,BL12,750.28,1793.83
Danshui Dist.,14,1,2542.08,Danshui Dist.,2334.79,207.29
Zhonghe Dist.,8,0,2540.63,Zhonghe Dist.,16737.49,-14196.86
G07,19,4,2540.61,G07,2657.48,-116.87
G16,17,5,2537.35,G16,2546.14,-8.79
R14,17,4,2534.53,R14,2365.48,169.05
G14,11,2,2534.40,G14,1028.42,1505.98
Tucheng Dist.,23,4,2534.33,Tucheng Dist.,485.51,2048.82
Nangang Dist.,10,6,2532.81,Nangang Dist.,3622.13,-1089.32
Xinzhuang Dist.,7,3,2529.31,Xinzhuang Dist.,5692.55,-3163.24
Zhonghe Dist.,14,4,2528.17,Zhonghe Dist.,2954.04,-425.87
G07,12,5,2525.66,G07,1709.22,816.44
O06,18,0,2525.23,O06,3151.06,-625.83
Nangang Dist.,12,1,2524.01,Nangang Dist.,3249.71,-725.70
Danshui Dist.,13,4,2524.01,Danshui Dist.,3174.18,-650.17
G10,18,1,2523.96,G10,4362.17,-1838.21
R05,18,4,2521.78,R05,4140.19,-1618.41
Neihu Dist.,14,5,2520.38,Neihu Dist.,3183.74,-663.36
BL19,18,4,2519.75,BL19,2470.68,49.07
G14,12,0,2517.15,G14,1458.73,1058.42
BL10,18,5,2516.64,BL10,2488.80,27.84
G14,13,3,2516.29,G14,1757.00,759.29
BL13,9,3,2514.55,BL13,690.42,1824.13
BL17,9,1,2514.35,BL17,684.23,1830.12
O05,17,2,2513.56,O05,2983.58,-470.02
BL13,7,0,2513.33,BL13,343.90,2169.43
R03,18,5,2511.97,R03,4017.16,-1505.19
G14,11,3,2511.25,G14,1021.05,1490.20
Danshui Dist.,15,2,2509.33,Danshui Dist.,2410.85,98.48
R14,7,3,2505.73,R14,2078.31,427.42
Sanzhong Dist.,7,1,2505.09,Sanzhong Dist.,8217.48,-5712.39
G14,11,1,2505.05,G14,1021.44,1483.61
BL16,19,2,2504.31,BL16,4270.35,-1766.04
G18,9,1,2504.14,G18,1101.73,1402.41
G19,19,4,2503.53,G19,3273.32,-769.79
Sanzhong Dist.,15,2,2502.84,Sanzhong Dist.,2118.88,383.96
Danshui Dist.,15,1,2501.34,Danshui Dist.,2389.21,112.13
Sanzhong Dist.,15,0,2497.70,Sanzhong Dist.,2155.63,342.07
G07,17,6,2493.30,G07,3089.76,-596.46
Wenshan Dist.,10,1,2493.03,Wenshan Dist.,2851.67,-358.64
Sanzhong Dist.,7,3,2492.74,Sanzhong Dist.,8205.87,-5713.13
BL16,18,6,2492.39,BL16,2798.35,-305.96
R14,7,1,2490.90,R14,2095.84,395.06
G14,13,1,2489.19,G14,1753.37,735.82
Danshui Dist.,15,3,2488.47,Danshui Dist.,2404.26,84.21
G10,7,0,2488.43,G10,850.43,1638.00
G18,9,3,2486.88,G18,1097.51,1389.37
G16,17,3,2485.97,G16,3351.98,-866.01
Wenshan Dist.,13,4,2484.76,Wenshan Dist.,3189.06,-704.30
Danshui Dist.,11,0,2484.52,Danshui Dist.,2392.90,91.62
BL14,11,5,2481.71,BL14,1210.96,1270.75
O11,7,3,2481.59,O11,1011.31,1470.28
O11,7,1,2481.43,O11,1018.20,1463.23
G10,14,6,2480.81,G10,1912.27,568.54
Danshui Dist.,12,2,2480.35,Danshui Dist.,2359.00,121.35
R14,17,1,2480.08,R14,2174.49,305.59
G14,9,0,2478.57,G14,1021.26,1457.31
Sanzhong Dist.,15,1,2478.47,Sanzhong Dist.,2070.54,407.93
G08,18,4,2477.96,G08,2192.20,285.76
Sanzhong Dist.,7,4,2477.72,Sanzhong Dist.,8023.06,-5545.34
BL17,9,4,2474.18,BL17,692.10,1782.08
BL16,15,6,2469.20,BL16,2287.52,181.68
BL13,9,2,2467.62,BL13,661.72,1805.90
O05,19,2,2466.00,O05,2835.93,-369.93
G16,17,2,2465.34,G16,3298.35,-833.01
BL13,9,4,2462.81,BL13,707.33,1755.48
G18,9,4,2461.19,G18,1093.68,1367.51
Danshui Dist.,14,3,2459.21,Danshui Dist.,2354.72,104.49
Wenshan Dist.,12,4,2456.40,Wenshan Dist.,2992.87,-536.47
Luzhou Dist.,21,4,2456.26,Luzhou Dist.,502.09,1954.17
BL18,20,5,2456.07,BL18,4699.57,-2243.50
Sanzhong Dist.,11,5,2455.60,Sanzhong Dist.,4641.74,-2186.14
R03,16,6,2455.32,R03,2998.34,-543.02
BL16,16,6,2452.95,BL16,2554.35,-101.40
Wenshan Dist.,12,1,2451.56,Wenshan Dist.,2688.33,-236.77
G16,19,4,2451.34,G16,5486.71,-3035.37
Xindian Dist.,23,5,2450.47,Xindian Dist.,752.45,1698.02
Xinzhuang Dist.,7,2,2447.09,Xinzhuang Dist.,5456.50,-3009.41
O05,19,3,2445.87,O05,2875.48,-429.61
Xindian Dist.,11,6,2444.86,Xindian Dist.,4158.29,-1713.43
G10,18,2,2444.08,G10,4252.82,-1808.74
G16,17,1,2443.35,G16,3385.73,-942.38
G14,13,0,2442.42,G14,1709.27,733.15
G14,14,2,2441.64,G14,2012.66,428.98
Neihu Dist.,15,6,2440.43,Neihu Dist.,2564.40,-123.97
G17,18,4,2439.72,G17,4471.78,-2032.06
Xinzhuang Dist.,8,4,2439.26,Xinzhuang Dist.,9700.59,-7261.33
Wenshan Dist.,10,4,2438.79,Wenshan Dist.,3041.87,-603.08
BL10,15,5,2436.23,BL10,2254.56,181.67
G14,15,4,2435.72,G14,2342.42,93.30
G14,11,0,2434.28,G14,1062.77,1371.51
Danshui Dist.,12,1,2430.74,Danshui Dist.,2270.57,160.17
R14,7,4,2430.20,R14,2016.45,413.75
Wenshan Dist.,12,0,2429.54,Wenshan Dist.,2603.88,-174.34
Wenshan Dist.,10,2,2428.84,Wenshan Dist.,2909.50,-480.66
Sanzhong Dist.,7,2,2428.53,Sanzhong Dist.,7834.83,-5406.30
O05,17,0,2426.67,O05,2853.25,-426.58
O05,19,1,2425.51,O05,2844.45,-418.94
Tucheng Dist.,23,5,2425.38,Tucheng Dist.,509.50,1915.88
BL17,9,3,2424.92,BL17,703.70,1721.22
BL14,12,6,2423.98,BL14,1554.17,869.81
Xinzhuang Dist.,7,4,2423.66,Xinzhuang Dist.,5584.77,-3161.11
Xindian Dist.,12,6,2423.15,Xindian Dist.,3821.55,-1398.40
G14,10,6,2422.70,G14,977.39,1445.31
O09,7,1,2422.14,O09,821.48,1600.66
G18,9,2,2420.54,G18,1079.36,1341.18
BL10,17,6,2420.11,BL10,2343.60,76.51
O11,7,4,2418.79,O11,990.60,1428.19
Wenshan Dist.,9,0,2418.50,Wenshan Dist.,4833.15,-2414.65
G14,10,4,2416.53,G14,969.59,1446.94
BL16,19,1,2416.13,BL16,4231.49,-1815.36
R02,8,1,2415.63,R02,1323.54,1092.09
Zhonghe Dist.,23,3,2413.84,Zhonghe Dist.,607.61,1806.23
Yonghe Dist.,20,5,2413.34,Yonghe Dist.,1213.37,1199.97
BL11,9,6,2410.21,BL11,2342.96,67.25
Sanzhong Dist.,15,3,2409.98,Sanzhong Dist.,2045.85,364.13
BL10,16,5,2407.93,BL10,2365.41,42.52
Tucheng Dist.,15,5,2406.83,Tucheng Dist.,2476.71,-69.88
BL19,18,3,2406.47,BL19,2444.23,-37.76
R14,17,5,2405.51,R14,3045.83,-640.32
Xindian Dist.,15,2,2403.95,Xindian Dist.,2280.23,123.72
R14,13,5,2403.16,R14,2235.82,167.34
O09,7,3,2402.64,O09,822.66,1579.98
Xindian Dist.,15,1,2402.58,Xindian Dist.,2266.63,135.95
G17,9,2,2402.49,G17,627.66,1774.83
BL17,18,3,2402.03,BL17,3237.18,-835.15
Wenshan Dist.,15,4,2401.37,Wenshan Dist.,2755.42,-354.05
G17,18,5,2400.75,G17,1706.56,694.19
Yonghe Dist.,19,6,2399.54,Yonghe Dist.,1238.04,1161.50
BL16,13,2,2396.74,BL16,1304.65,1092.09
G18,18,4,2392.14,G18,4193.14,-1801.00
R14,14,5,2392.02,R14,2197.11,194.91
Xindian Dist.,15,0,2391.21,Xindian Dist.,2341.44,49.77
G16,18,5,2390.17,G16,2481.65,-91.48
Wenshan Dist.,14,4,2389.38,Wenshan Dist.,2711.50,-322.12
Xinzhuang Dist.,8,0,2388.33,Xinzhuang Dist.,9191.24,-6802.91
O05,19,0,2386.95,O05,2774.73,-387.78
Yonghe Dist.,16,5,2384.25,Yonghe Dist.,1889.80,494.45
BL19,18,2,2383.51,BL19,2390.16,-6.65
R14,17,2,2383.42,R14,2206.39,177.03
BL16,14,4,2381.60,BL16,1770.62,610.98
Nangang Dist.,11,3,2379.44,Nangang Dist.,3183.05,-803.61
BL17,9,2,2377.92,BL17,679.07,1698.85
Danshui Dist.,13,2,2377.12,Danshui Dist.,2580.31,-203.19
Tucheng Dist.,15,6,2377.01,Tucheng Dist.,2409.39,-32.38
R05,9,3,2376.73,R05,1089.60,1287.13
G18,9,0,2374.82,G18,1037.98,1336.84
BL14,17,4,2374.47,BL14,3578.88,-1204.41
Xindian Dist.,15,3,2373.65,Xindian Dist.,2256.85,116.80
R02,8,3,2371.86,R02,1326.69,1045.17
Nangang Dist.,9,6,2370.88,Nangang Dist.,3138.84,-767.96
G19,17,4,2370.75,G19,1473.11,897.64
BL19,18,1,2369.97,BL19,2434.82,-64.85
O11,7,2,2368.86,O11,975.07,1393.79
Xinzhuang Dist.,15,5,2368.80,Xinzhuang Dist.,2334.74,34.06
Danshui Dist.,8,1,2368.13,Danshui Dist.,8377.93,-6009.80
R14,17,3,2367.64,R14,2155.41,212.23
Zhonghe Dist.,13,4,2367.45,Zhonghe Dist.,3644.04,-1276.59
Wenshan Dist.,10,3,2367.10,Wenshan Dist.,2886.00,-518.90
G19,18,5,2366.56,G19,1703.11,663.45
Luzhou Dist.,22,3,2366.43,Luzhou Dist.,364.21,2002.22
BL16,13,3,2366.28,BL16,1314.27,1052.01
Zhonghe Dist.,14,2,2364.12,Zhonghe Dist.,2857.72,-493.60
Sanzhong Dist.,7,0,2362.21,Sanzhong Dist.,7521.62,-5159.41
R14,7,2,2362.21,R14,2011.57,350.64
Neihu Dist.,13,4,2361.76,Neihu Dist.,3030.71,-668.95
Danshui Dist.,12,3,2361.61,Danshui Dist.,2253.22,108.39
Neihu Dist.,10,4,2358.76,Neihu Dist.,2562.97,-204.21
BL16,12,4,2358.27,BL16,1195.66,1162.61
BL16,16,4,2356.06,BL16,2315.82,40.24
R14,7,0,2353.31,R14,1966.77,386.54
Xinzhuang Dist.,16,4,2353.12,Xinzhuang Dist.,2474.81,-121.69
Danshui Dist.,9,0,2350.85,Danshui Dist.,4225.55,-1874.70
Wenshan Dist.,13,1,2346.54,Wenshan Dist.,2811.64,-465.10
R02,8,4,2344.71,R02,1280.43,1064.28
BL17,18,2,2342.43,BL17,3149.94,-807.51
Neihu Dist.,10,3,2341.19,Neihu Dist.,2391.57,-50.38
G10,14,5,2340.34,G10,1881.69,458.65
R03,10,4,2338.89,R03,560.64,1778.25
Sanzhong Dist.,12,6,2338.53,Sanzhong Dist.,4015.75,-1677.22
BL16,19,0,2337.82,BL16,4170.58,-1832.76
Wenshan Dist.,12,3,2337.76,Wenshan Dist.,2676.38,-338.62
R03,13,4,2336.47,R03,1535.22,801.25
Neihu Dist.,14,6,2336.07,Neihu Dist.,2888.64,-552.57
G08,18,3,2335.85,G08,2037.76,298.09
Neihu Dist.,12,5,2334.69,Neihu Dist.,3664.56,-1329.87
Neihu Dist.,10,1,2334.03,Neihu Dist.,2386.79,-52.76
Nangang Dist.,23,4,2334.01,Nangang Dist.,1283.78,1050.23
G14,14,3,2333.20,G14,2002.17,331.03
Danshui Dist.,13,1,2331.88,Danshui Dist.,2470.77,-138.89
G14,14,0,2331.38,G14,1993.22,338.16
Wenshan Dist.,8,5,2331.01,Wenshan Dist.,2973.06,-642.05
Wenshan Dist.,13,2,2330.94,Wenshan Dist.,2990.63,-659.69
Danshui Dist.,9,3,2330.22,Danshui Dist.,4477.20,-2146.98
Xinzhuang Dist.,7,0,2330.15,Xinzhuang Dist.,5257.88,-2927.73
G17,9,0,2329.78,G17,592.13,1737.65
Danshui Dist.,23,4,2329.57,Danshui Dist.,680.99,1648.58
O09,7,4,2329.07,O09,812.46,1516.61
Danshui Dist.,8,3,2328.25,Danshui Dist.,8329.60,-6001.35
R05,9,1,2327.39,R05,1072.10,1255.29
Zhonghe Dist.,12,6,2325.94,Zhonghe Dist.,4630.07,-2304.13
Wenshan Dist.,13,0,2325.91,Wenshan Dist.,2730.68,-404.77
Wenshan Dist.,12,2,2321.86,Wenshan Dist.,2858.34,-536.48
R05,9,4,2320.91,R05,1084.80,1236.11
Yonghe Dist.,20,6,2320.87,Yonghe Dist.,1105.06,1215.81
BL10,14,5,2320.74,BL10,2187.54,133.20
BL16,19,5,2320.26,BL16,3026.38,-706.12
R05,18,2,2319.64,R05,4100.41,-1780.77
Nangang Dist.,11,0,2318.73,Nangang Dist.,3163.70,-844.97
Danshui Dist.,9,1,2318.71,Danshui Dist.,4468.78,-2150.07
Xindian Dist.,14,4,2318.46,Xindian Dist.,2793.44,-474.98
Neihu Dist.,22,6,2318.43,Neihu Dist.,831.44,1486.99
Danshui Dist.,8,2,2317.91,Danshui Dist.,8111.03,-5793.12
BL14,16,6,2317.82,BL14,2984.11,-666.29
G14,16,2,2317.25,G14,2406.81,-89.56
O05,17,5,2315.50,O05,2904.05,-588.55
R05,18,3,2315.27,R05,4236.01,-1920.74
G07,17,3,2309.53,G07,2882.26,-572.73
BL14,19,4,2308.86,BL14,3749.20,-1440.34
R02,8,2,2307.80,R02,1269.91,1037.89
O05,13,5,2306.43,O05,2204.59,101.84
R14,14,6,2305.86,R14,2174.89,130.97
BL16,13,1,2305.42,BL16,1293.25,1012.17
Wenshan Dist.,15,1,2305.16,Wenshan Dist.,2565.39,-260.23
R03,18,3,2304.67,R03,5310.20,-3005.53
BL16,11,4,2304.14,BL16,887.98,1416.16
G16,17,0,2302.83,G16,3088.88,-786.05
G07,13,6,2302.73,G07,2054.58,248.15
Wenshan Dist.,10,0,2301.29,Wenshan Dist.,2762.39,-461.10
Zhonghe Dist.,14,1,2300.43,Zhonghe Dist.,2716.59,-416.16
G07,12,6,2298.87,G07,1518.86,780.01
G07,18,6,2298.10,G07,2862.10,-564.00
BL10,15,6,2296.06,BL10,2081.79,214.27
G10,18,0,2291.19,G10,4033.44,-1742.25
Zhonghe Dist.,23,2,2290.06,Zhonghe Dist.,605.55,1684.51
Zhonghe Dist.,14,3,2289.85,Zhonghe Dist.,2716.96,-427.11
BL14,18,5,2289.19,BL14,3971.38,-1682.19
G14,14,1,2288.34,G14,1990.67,297.67
Wenshan Dist.,13,3,2287.69,Wenshan Dist.,2792.79,-505.10
O09,18,3,2286.70,O09,5078.00,-2791.30
R14,15,5,2286.69,R14,2288.04,-1.35
Wenshan Dist.,15,2,2286.64,Wenshan Dist.,2606.95,-320.31
Zhonghe Dist.,14,0,2286.49,Zhonghe Dist.,2851.32,-564.83
Nangang Dist.,11,2,2286.47,Nangang Dist.,3211.25,-924.78
Xindian Dist.,13,4,2285.92,Xindian Dist.,3325.61,-1039.69
Luzhou Dist.,21,3,2285.55,Luzhou Dist.,433.68,1851.87
Zhonghe Dist.,11,5,2284.31,Zhonghe Dist.,5661.80,-3377.49
G14,16,3,2282.97,G14,2365.71,-82.74
Sanzhong Dist.,13,4,2280.87,Sanzhong Dist.,3016.47,-735.60
G16,13,5,2280.09,G16,1568.26,711.83
Danshui Dist.,10,0,2278.95,Danshui Dist.,2749.73,-470.78
Neihu Dist.,10,2,2278.48,Neihu Dist.,2412.55,-134.07
O09,7,2,2278.36,O09,802.79,1475.57
BL16,13,0,2277.30,BL16,1261.99,1015.31
BL17,9,0,2277.00,BL17,642.49,1634.51
G14,10,1,2276.59,G14,918.42,1358.17
G14,10,3,2275.93,G14,898.10,1377.83
Sanzhong Dist.,14,4,2275.71,Sanzhong Dist.,2573.47,-297.76
O11,7,0,2273.54,O11,942.62,1330.92
R14,17,0,2273.36,R14,2107.25,166.11
G07,17,2,2272.41,G07,2874.41,-602.00
R05,18,1,2271.73,R05,4320.27,-2048.54
G07,16,5,2271.45,G07,2901.00,-629.55
G08,18,2,2270.73,G08,1998.99,271.74
Danshui Dist.,13,3,2270.25,Danshui Dist.,2511.31,-241.06
Wenshan Dist.,14,2,2268.11,Wenshan Dist.,2519.58,-251.47
Wenshan Dist.,15,0,2267.64,Wenshan Dist.,2478.79,-211.15
G08,18,1,2265.73,G08,1990.25,275.48
R02,8,0,2265.65,R02,1242.94,1022.71
Wenshan Dist.,11,4,2265.17,Wenshan Dist.,2746.27,-481.10
BL10,16,6,2265.10,BL10,2156.38,108.72
R09,10,1,2264.80,R09,1285.68,979.12
O11,18,4,2264.19,O11,4028.18,-1763.99
Luzhou Dist.,22,1,2261.62,Luzhou Dist.,326.01,1935.61
G07,17,1,2260.81,G07,2848.59,-587.78
Danshui Dist.,8,0,2259.96,Danshui Dist.,7828.53,-5568.57
Luzhou Dist.,22,2,2258.53,Luzhou Dist.,367.71,1890.82
R05,9,2,2257.88,R05,1042.13,1215.75
G18,18,3,2255.81,G18,4077.69,-1821.88
R14,16,5,2255.65,R14,2628.96,-373.31
O09,18,2,2255.61,O09,4986.79,-2731.18
O09,7,0,2254.16,O09,773.79,1480.37
Shilin Dist.,7,5,2251.27,Shilin Dist.,1896.88,354.39
Luzhou Dist.,22,5,2251.21,Luzhou Dist.,476.72,1774.49
BL19,18,0,2250.78,BL19,2297.16,-46.38
BL11,8,5,2249.37,BL11,1807.98,441.39
BL14,11,6,2246.81,BL14,1101.30,1145.51
Wenshan Dist.,15,3,2246.55,Wenshan Dist.,2520.04,-273.49
Luzhou Dist.,21,2,2245.63,Luzhou Dist.,419.85,1825.78
Danshui Dist.,9,2,2242.58,Danshui Dist.,4347.63,-2105.05
BL12,23,5,2242.15,BL12,5010.36,-2768.21
R03,18,0,2242.03,R03,5213.64,-2971.61
G07,14,5,2241.52,G07,2284.42,-42.90
Zhonghe Dist.,23,1,2240.45,Zhonghe Dist.,575.44,1665.01
R12,18,4,2239.64,R12,2898.67,-659.03
R14,15,6,2236.17,R14,2365.30,-129.13
Wenshan Dist.,11,1,2235.89,Wenshan Dist.,2537.88,-301.99
O08,17,4,2235.86,O08,3793.04,-1557.18
Yonghe Dist.,16,6,2232.35,Yonghe Dist.,1673.25,559.10
Neihu Dist.,10,0,2229.14,Neihu Dist.,2344.91,-115.77
Yonghe Dist.,16,4,2228.37,Yonghe Dist.,1401.50,826.87
G19,19,3,2228.18,G19,3141.85,-913.67
BL16,10,5,2226.35,BL16,717.81,1508.54
BL13,9,0,2225.92,BL13,603.08,1622.84
R03,17,4,2225.28,R03,3548.59,-1323.31
BL17,18,1,2224.66,BL17,3192.57,-967.91
Neihu Dist.,13,6,2224.21,Neihu Dist.,3160.80,-936.59
BL18,21,5,2222.80,BL18,5152.05,-2929.25
Luzhou Dist.,21,1,2221.93,Luzhou Dist.,426.24,1795.69
BL18,9,6,2220.58,BL18,1040.67,1179.91
Danshui Dist.,7,1,2217.53,Danshui Dist.,5379.97,-3162.44
G14,10,2,2215.15,G14,884.88,1330.27
Wenshan Dist.,14,0,2212.74,Wenshan Dist.,2374.73,-161.99
Xinzhuang Dist.,16,1,2212.07,Xinzhuang Dist.,2067.97,144.10
O09,18,1,2210.59,O09,5029.34,-2818.75
Zhonghe Dist.,13,2,2209.41,Zhonghe Dist.,3551.14,-1341.73
BL16,14,2,2207.29,BL16,1596.55,610.74
R03,18,1,2207.08,R03,4883.95,-2676.87
Xinzhuang Dist.,16,2,2206.71,Xinzhuang Dist.,1902.86,303.85
BR08,8,3,2206.51,BR08,1748.83,457.68
G14,15,2,2206.17,G14,2140.92,65.25
G14,16,1,2203.92,G14,2366.94,-163.02
G18,18,2,2201.53,G18,4036.60,-1835.07
Wenshan Dist.,14,1,2201.49,Wenshan Dist.,2391.40,-189.91
BR08,8,1,2201.19,BR08,1757.69,443.50
G19,17,1,2199.06,G19,1360.41,838.65
BL14,13,4,2197.50,BL14,1604.72,592.78
O06,17,4,2197.35,O06,2596.31,-398.96
R03,11,4,2196.60,R03,755.32,1441.28
Xindian Dist.,14,2,2195.84,Xindian Dist.,2644.60,-448.76
G10,9,1,2195.40,G10,1103.62,1091.78
Neihu Dist.,13,2,2194.11,Neihu Dist.,2882.29,-688.18
Xinzhuang Dist.,16,3,2193.02,Xinzhuang Dist.,2031.82,161.20
BL15,20,4,2192.01,BL15,4744.66,-2552.65
Xindian Dist.,8,5,2190.39,Xindian Dist.,3577.19,-1386.80
G18,18,1,2189.76,G18,4071.72,-1881.96
Luzhou Dist.,20,4,2189.68,Luzhou Dist.,545.28,1644.40
Xinzhuang Dist.,15,6,2188.37,Xinzhuang Dist.,2175.27,13.10
Danshui Dist.,23,5,2188.12,Danshui Dist.,874.53,1313.59
Danshui Dist.,11,4,2187.56,Danshui Dist.,2593.43,-405.87
G19,17,2,2187.28,G19,1333.74,853.54
Xindian Dist.,9,5,2186.67,Xindian Dist.,3837.96,-1651.29
Wenshan Dist.,11,0,2186.44,Wenshan Dist.,2518.34,-331.90
G10,12,5,2186.07,G10,2139.21,46.86
Nangang Dist.,23,5,2185.61,Nangang Dist.,1289.64,895.97
Xindian Dist.,13,2,2184.71,Xindian Dist.,3131.66,-946.95
Danshui Dist.,8,4,2184.46,Danshui Dist.,8181.10,-5996.64
R03,18,2,2184.25,R03,4961.92,-2777.67
G19,19,0,2183.64,G19,3035.77,-852.13
Tucheng Dist.,14,5,2183.01,Tucheng Dist.,2992.70,-809.69
G14,16,0,2181.38,G14,2343.62,-162.24
R09,10,4,2181.32,R09,1262.67,918.65
G19,19,2,2180.92,G19,3026.69,-845.77
Beitou Dist.,23,3,2180.84,Beitou Dist.,948.74,1232.10
G16,19,3,2180.22,G16,5623.73,-3443.51
G19,17,5,2179.74,G19,1460.31,719.43
Zhonghe Dist.,23,0,2179.41,Zhonghe Dist.,577.67,1601.74
G19,17,3,2178.96,G19,1331.63,847.33
G07,17,0,2178.84,G07,2693.63,-514.79
Wenshan Dist.,14,3,2177.55,Wenshan Dist.,2378.34,-200.79
BL16,12,2,2174.29,BL16,1077.15,1097.14
BL10,14,6,2172.81,BL10,2083.02,89.79
Wenshan Dist.,11,2,2172.72,Wenshan Dist.,2634.91,-462.19
BL16,14,3,2171.20,BL16,1604.10,567.10
R05,9,0,2167.60,R05,988.51,1179.09
BL16,11,2,2167.20,BL16,823.96,1343.24
G14,10,0,2167.15,G14,936.59,1230.56
Neihu Dist.,8,5,2165.69,Neihu Dist.,2492.94,-327.25
Yonghe Dist.,16,1,2165.63,Yonghe Dist.,1284.34,881.29
R09,10,3,2164.81,R09,1210.16,954.65
Danshui Dist.,11,1,2164.35,Danshui Dist.,2324.50,-160.15
BL13,18,4,2163.20,BL13,3850.88,-1687.68
R03,9,5,2162.61,R03,519.72,1642.89
G19,19,1,2160.96,G19,3076.52,-915.56
R03,17,6,2160.65,R03,3368.99,-1208.34
Zhonghe Dist.,13,1,2160.21,Zhonghe Dist.,3387.76,-1227.55
G07,14,6,2160.12,G07,2166.44,-6.32
